entry_date,exit_date,direction,entry_price,exit_price,stop_price,shares,notional,gross_pnl,net_pnl,R_multiple,exit_reason,cum_pnl,equity
2021-03-29,2021-03-30,LONG,21.1561,20.6264,20.6264,472,9985.68,-250.0,-250.0,-1.0,stop_loss,-250.0,9750.0
2021-04-05,2021-05-04,LONG,24.2746,23.6663,23.6663,411,9976.86,-250.0,-250.0,-1.0,stop_loss,-500.0,9500.0
2021-05-10,2021-05-20,SHORT,22.9231,23.4965,23.4965,436,9994.47,-250.0,-250.0,-1.0,stop_loss,-750.0,9250.0
2021-05-24,2021-06-03,LONG,24.1839,23.5785,23.5785,413,9987.94,-250.0,-250.0,-1.0,stop_loss,-1000.0,9000.0
2021-06-07,2021-07-19,LONG,25.0483,29.2556,24.4217,399,9994.25,1678.73,1678.73,6.715,time_exit,678.73,10678.73
2021-07-26,2021-07-27,LONG,32.7442,31.9245,31.9245,305,9986.99,-250.0,-250.0,-1.0,stop_loss,428.73,10428.73
2021-08-02,2021-08-04,SHORT,31.6864,32.4801,32.4801,315,9981.22,-250.0,-250.0,-1.0,stop_loss,178.73000000000002,10178.73
2021-08-09,2021-08-10,LONG,32.7514,31.9317,31.9317,305,9989.17,-250.0,-250.0,-1.0,stop_loss,-71.26999999999998,9928.73
2021-08-16,2021-08-17,LONG,32.8039,31.9815,31.9815,304,9972.39,-250.0,-250.0,-1.0,stop_loss,-321.27,9678.73
2021-08-23,2021-09-20,LONG,33.8713,33.0238,33.0238,295,9992.02,-250.0,-250.0,-1.0,stop_loss,-571.27,9428.73
2021-09-27,2021-09-28,LONG,33.0403,32.2125,32.2125,302,9978.17,-250.0,-250.0,-1.0,stop_loss,-821.27,9178.73
2021-10-04,2021-10-05,SHORT,28.4246,29.1369,29.1369,351,9977.05,-250.0,-250.0,-1.0,stop_loss,-1071.27,8928.73
2021-10-11,2021-10-14,SHORT,29.7642,30.5105,30.5105,335,9971.01,-250.0,-250.0,-1.0,stop_loss,-1321.27,8678.73
2021-10-18,2021-11-29,LONG,33.377,40.7912,32.5409,299,9979.72,2216.84,2216.84,8.867,time_exit,895.5700000000002,10895.57
2021-12-06,2021-12-17,LONG,36.6746,35.7555,35.7555,272,9975.48,-250.0,-250.0,-1.0,stop_loss,645.5700000000002,10645.57
2021-12-20,2022-01-07,LONG,34.9315,34.0573,34.0573,286,9990.4,-250.0,-250.0,-1.0,stop_loss,395.57000000000016,10395.57
2022-01-10,2022-01-13,LONG,34.5279,33.6629,33.6629,289,9978.57,-250.0,-250.0,-1.0,stop_loss,145.57000000000016,10145.57
2022-01-24,2022-01-25,LONG,27.4552,26.7684,26.7684,364,9993.69,-250.0,-250.0,-1.0,stop_loss,-104.42999999999984,9895.57
2022-01-31,2022-02-01,LONG,29.5278,28.7882,28.7882,338,9980.4,-250.0,-250.0,-1.0,stop_loss,-354.42999999999984,9645.57
2022-02-07,2022-02-08,SHORT,27.3979,28.0847,28.0847,364,9972.83,-250.0,-250.0,-1.0,stop_loss,-604.4299999999998,9395.57
2022-02-14,2022-02-17,LONG,25.5163,24.8769,24.8769,391,9976.86,-250.0,-250.0,-1.0,stop_loss,-854.4299999999998,9145.57
2022-02-28,2022-03-01,LONG,25.053,24.4265,24.4265,399,9996.16,-250.0,-250.0,-1.0,stop_loss,-1104.4299999999998,8895.57
2022-03-07,2022-03-08,SHORT,20.4016,20.9118,20.9118,490,9996.76,-250.0,-250.0,-1.0,stop_loss,-1354.4299999999998,8645.57
2022-03-14,2022-03-15,SHORT,19.0357,19.5119,19.5119,525,9993.76,-250.0,-250.0,-1.0,stop_loss,-1604.4299999999998,8395.57
2022-03-21,2022-03-22,SHORT,25.2106,25.8419,25.8419,396,9983.41,-250.0,-250.0,-1.0,stop_loss,-1854.4299999999998,8145.57
